te work giveme chests,Positive,0.5,0.6
Calorie Counter - MyNetDiary,I like I Maximum user I wish would fix Total Fat Grams number Dashboard. I think wrong individual fat subtypes eaten Nutrient section added together equal Total Fat Grams section. Doesn't make logical sense.,Negative,-0.041666666666666664,0.5499999999999999
Calorie Counter - MyNetDiary,"What great free apps, much detail features usually pay for. The improvement.. send meal data someone else save input all. Only minor gripe. A great motivational tool.",Positive,0.27142857142857146,0.5642857142857143
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,After 7 months habit. I lost 2 stone+ lowest weight 35 years. This makes easy see affects weight. And balance food alcohol exercise!,Positive,0.5416666666666667,0.8333333333333334
Calorie Counter - MyNetDiary,"No common produce, way log fresh cut produce. No custom water log. People drink water measured glass.",Positive,0.22499999999999998,0.5
Calorie Counter - MyNetDiary,$40 year want features. Looks though could pay $3.33 per month read fine print says billed $39.99 year. May I suggest free trial period 2 weeks. Let us test drive also offer monthly payment option. I've using hours now... Full Review,Positive,0.38888888888888884,0.6166666666666667
Calorie Counter - MyNetDiary,"It's great app. My suggestion would readily available information raw products us cooking, options restaurant foods wothoutsauces condiments. Otherwise, perfect! I recommend hghly.",Positive,0.49230769230769234,0.6528846153846154
Calorie Counter - MyNetDiary,It helped stay track weight control nutrition well.,Neutral,0.0,0.0
Calorie Counter - MyNetDiary,This great I track food gives advice pointers way better fitness pal I love set easy use. The extra added information definitely big help,Positive,0.37222222222222223,0.4805555555555556
Calorie Counter - MyNetDiary,Wonderful!!! Database reliable others like Lose It!. But main reason I switched ability log macros AND micros. You can't Lose It! I also love interface cute appealing design apple fills,Positive,0.5416666666666666,0.6866666666666666
Calorie Counter - MyNetDiary,I would like time pay option rather installment option. Though updated regularly lite version good start. No major complaints,Positive,0.22291666666666665,0.3923076923076923
Calorie Counter - MyNetDiary,"Tried input info diabetes kept getting error message. Was told cost $3.33, charged $39.99. Now trying get money back.",Neutral,0.0,0.0
Calorie Counter - MyNetDiary,"Very good, slightly confusing bug 1 day helpful counting macros, calories, exercise, water, weight, weight goals set gives recommended calorie intake works perfectly, anyway.",Positive,0.5366666666666666,0.7266666666666667
Calorie Counter - MyNetDiary,"Easiest way calorie count honest. Down 2lbs week since I started. Also, reliable motivating.",Positive,0.2222222222222222,0.5944444444444444
Calorie Counter - MyNetDiary,"So far I LOVE app. I normally buy premium apps, I one. I like note section door day, I adjust goals carbs proteins. My Dr exceptionally low cal diet tracking like, let's ... Full Review",Positive,0.22000000000000003,0.6199999999999999
Calorie Counter - MyNetDiary,Amazing app! Helps put weight loss perspective ! SEEING results tracked extremely motivating encourages keep going.,Positive,0.40625000000000006,0.95
Calorie Counter - MyNetDiary,"Great app. You track exactly eat makes conscious put mouth, especially see much calories food contain. I lost 1.8kg three weeks using app.",Positive,0.27,0.54
Calorie Counter - MyNetDiary,I used since April 2015 I love it.. I 3lbs goal weight lost 134lbs.. I tried favorite! It gives analysis based eat... Edited: 7/30/18 I lost total 157lbs little much I decided gain ... Full Review,Positive,0.24791666666666665,0.6000000000000001
Calorie Counter - MyNetDiary,"Over I find user friendly I tried several weight loss apps, always return due ease using",Positive,0.08333333333333333,0.2916666666666667
Calorie Counter - MyNetDiary,Great app! This kept track weight loss goal makes happy.,Positive,0.9,0.875
Calorie Counter - MyNetDiary,Love user friendliness app. Everything easy log right main dashboard. I also love I get bombarded ads even though I using free version.,Positive,0.380952380952381,0.6170634920634921
Calorie Counter - MyNetDiary,Google Fit integration nice. Would rate 5 stars database better. Can't even find Corn Cob. Always caching enter basic foods.,Positive,0.375,0.50625
Calorie Counter - MyNetDiary,"Hi May I know carbs showing are, net carbs total carbs, confuse...",Neutral,0.0,0.375
Calorie Counter - MyNetDiary,"I love app. Has helped lose weight I want. If subscribe year features like sync, adequate enough subscription.",Positive,0.27777777777777773,0.4777777777777778
Calorie Counter - MyNetDiary,"I love My net diary, incredibly useful tool weightloss tracking actual daily activity!!!",Positive,0.16,0.13999999999999999
Calorie Counter - MyNetDiary,Half foods show unless junk food,Negative,-0.16666666666666666,0.16666666666666666
Calorie Counter - MyNetDiary,"Lost 5 kilos far, really good set goals, shame can't amend recipes",Positive,0.39999999999999997,0.8
Calorie Counter - MyNetDiary,I came across whilst looking better foods database Fitbit. Forget Fitbit 10x better.,Positive,0.5,0.5
Calorie Counter - MyNetDiary,"This amazing. It inclusive-meaning record water intake, steps etc. without upgrade.",Positive,0.6000000000000001,0.9
Calorie Counter - MyNetDiary,"Great app, helpful keeping track calories exercise. Enjoying free version much I'm contemplating upgrading paid version",Positive,0.47500000000000003,0.5875000000000001
Calorie Counter - MyNetDiary,"I love app, I see I keep track average blood Sugar.",Positive,0.175,0.5
Calorie Counter - MyNetDiary,It helped much staying track calories. Like stuff I check calorie counter. Easy scanning meals.,Positive,0.31666666666666665,0.5166666666666667
Calorie Counter - MyNetDiary,"Easy logging. Love barcodes scanned collect food information fat, carbs, protein show percentages grams day many grams remaining.",Positive,0.4777777777777778,0.6444444444444445
Calorie Counter - MyNetDiary,It easy lot information helps stay track. If I could I'd give fitness year,Positive,0.43333333333333335,0.8333333333333334
Calorie Counter - MyNetDiary,"The free version provides best trackers nutrition, though UI get cluttered attempting help.",Positive,0.7,0.55
Calorie Counter - MyNetDiary,I used I baby lost 50 pounds. The helped accountable determined reach fitness goals.,Neutral,0.0,0.0
Calorie Counter - MyNetDiary,"I diabetic, I needed help control blood sugar...it well!! thanks",Positive,0.2,0.2
Calorie Counter - MyNetDiary,This really works im putting effort keep track food intake see results.. Already 16lbs..,Positive,0.2,0.2
Calorie Counter - MyNetDiary,"At time, nursing leg injury",Neutral,0.0,0.0
Calorie Counter - MyNetDiary,Have using months. It helps stay track. Good estimating calorie needs. I free version.,Positive,0.55,0.7000000000000001
Calorie Counter - MyNetDiary,Pop ups never end.,Neutral,0.0,0.0
Calorie Counter - MyNetDiary,It's good counting calories. It helped lot loose weight. I strongly recommend it!,Positive,0.3882478632478632,0.5341880341880342
Calorie Counter - MyNetDiary,"Amazing, excellent able see weight progress I reminded log food too.",Positive,0.7000000000000001,0.8416666666666667
Calorie Counter - MyNetDiary,"Using update, helps lose weight take interest eating healthy.",Positive,0.5,0.5
Calorie Counter - MyNetDiary,This wonderful works great I wish I could pay monthly year.,Positive,0.9,0.875
Calorie Counter - MyNetDiary,I losing weight. I sure I lose keep this.,Positive,0.5,0.8888888888888888
Calorie Counter - MyNetDiary,Helps eat I'm already seeing benefits,Neutral,0.0,0.0
Calorie Counter - MyNetDiary,Good track intake. Use every day part total plan reach goals.,Positive,0.35,0.675
Calorie Counter - MyNetDiary,I hate apps. amazing!!!very convenient! love it!!!!,Neutral,0.0,0.75
Calorie Counter - MyNetDiary,"Thousands foods listed, easy use, faults glitches!",Positive,0.5416666666666667,0.8333333333333334
Calorie Counter - MyNetDiary,"Friendly use. Easy way keep track daily calories, water intake exercise activities.",Positive,0.26944444444444443,0.4444444444444445
Calorie Counter - MyNetDiary,Saved life!,Neutral,0.0,0.0
Calorie Counter - MyNetDiary,"Im delighted app. It's simple, clear I never problems it.",Positive,0.26666666666666666,0.4801587301587302
Calorie Counter - MyNetDiary,Definitely easy use; handy have; fun love tracking capabilities!,Positive,0.4895833333333333,0.6333333333333333
Calorie Counter - MyNetDiary,"Easy understand, staying under, weight comes off.",Positive,0.43333333333333335,0.8333333333333334
Calorie Counter - MyNetDiary,"A good app, helpful Australian food available",Positive,0.3666666666666667,0.3333333333333333
Calorie Counter - MyNetDiary,Just I needed monitor plan daily meals! A must everyone!!,Neutral,0.0,0.0
Calorie Counter - MyNetDiary,Great easy use. I especially like predictor chart weight goal.,Positive,0.41111111111111115,0.8611111111111112
Calorie Counter - MyNetDiary,No workie without account = 0 stars.,Neutral,0.0,0.0
Calorie Counter - MyNetDiary,"Very easy valuable tracking vitals, blood sugar, exercise, food. Links Fitbit",Positive,0.5633333333333334,1.0
Calorie Counter - MyNetDiary,Love I'm finally able lose weight still eat foods I love,Positive,0.5,0.6083333333333334
Calorie Counter - MyNetDiary,I glad found it!! I losing weight!!! ❤❤,Positive,1.0,1.0
Calorie Counter - MyNetDiary,"Best ever used, better myfitnesspal far",Positive,0.5333333333333333,0.6
Calorie Counter - MyNetDiary,Has helped keep goals organized easy track.,Positive,0.43333333333333335,0.8333333333333334
Calorie Counter - MyNetDiary,Fantastic tool. Has helped lose 4kg month 1,Positive,0.4,0.9
Calorie Counter - MyNetDiary,"I set goal, loved daily analyses, met goal!",Positive,0.35,0.4
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,Easy use. Love scanning feature. Links Google fit app.,Positive,0.4444444444444445,0.6111111111111112
Calorie Counter - MyNetDiary,Very happy. Have using years.i like layaway. The presentation.,Positive,1.0,1.0
Calorie Counter - MyNetDiary,Works well. Easy keep track diet plan.,Positive,0.43333333333333335,0.8333333333333334
Calorie Counter - MyNetDiary,The best diet analysis I've come across,Positive,1.0,0.3
Calorie Counter - MyNetDiary,"Really good keeping track calories in, tracking exercise.",Positive,0.7,0.6000000000000001
Calorie Counter - MyNetDiary,Awesome apo helps track calories easy,Positive,0.7166666666666667,0.9166666666666667
Calorie Counter - MyNetDiary,Great app. I keep track everything. Highly recommend it.,Positive,0.48000000000000004,0.645
Calorie Counter - MyNetDiary,Help keep track,Neutral,0.0,0.0
Calorie Counter - MyNetDiary,Easy use. Good way track calories simple activity.,Positive,0.37777777777777777,0.5968253968253969
Calorie Counter - MyNetDiary,Oh God I love this! So easy convenient!,Positive,0.5833333333333334,0.7166666666666667
Calorie Counter - MyNetDiary,"Amazing, complete, like reading mind.",Positive,0.35000000000000003,0.65
Calorie Counter - MyNetDiary,Great keeps well track .,Positive,0.8,0.75
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,Very easy use..like daily weigh,Positive,0.2816666666666667,0.5
Calorie Counter - MyNetDiary,"Great app, scanner option great",Positive,0.8,0.75
Calorie Counter - MyNetDiary,Works great keto diet,Positive,0.8,0.75
Calorie Counter - MyNetDiary,great count calories,Positive,0.8,0.75
Calorie Counter - MyNetDiary,Love it. Very useful,Positive,0.445,0.3
Calorie Counter - MyNetDiary,Seems easy use.,Positive,0.43333333333333335,0.8333333333333334
Calorie Counter - MyNetDiary,Works great!,Positive,1.0,0.75
Calorie Counter - MyNetDiary,Amazing app!!,Positive,0.9375000000000001,0.9
Calorie Counter - MyNetDiary,Its pretty lit,Positive,0.25,1.0
Calorie Counter - MyNetDiary,Very good.,Positive,0.9099999999999999,0.7800000000000001
Calorie Counter - MyNetDiary,"I basic free version I can't comment whole thing. However , great features like working calories, showing weight level , much salt intake well fats etc. I love it. It works makes... Full Review",Positive,0.35000000000000003,0.4892857142857144
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,"This worth pay subscription, available annual payment. The max version 5 star app, database million times better competition, attention detail amazing. Honestly, puts UnderArmor shame makes MFP look like bloatware. I wish level integration Garmin Connect MFP does. It pulls data GC fine, garmin pull it. Anyway, I'd rate higher offered free version versatile sub options. I get costs money maintain reliable source information, little generosity goes long way, reason MFP popular, IMO.",Positive,0.3481060606060606,0.5818181818181819
Calorie Counter - MyNetDiary,"Not bad really best right now. Barcode scans accurate food search extensive myfitness pal, job part. Also maybe allow months full calendar view instead sliding days across? It would much easier!",Positive,0.376530612244898,0.4598639455782313
Calorie Counter - MyNetDiary,I'm happy app. Whatever form used calculate calories maintain weight wrong. It properly sync Fitbit. Fitbit say I burn 600 calories workout says I burned 80. My honest opinion buy unless want sta... Full Review,Positive,0.25,0.6900000000000001
Calorie Counter - MyNetDiary,"I uninstall reinstall several times keeps signing accepting credentials sign back in. This time, despite several times uninstalling reinstalling, accept credentials all. Online works fine. The increasingly us... Full Review",Positive,0.15333333333333332,0.21000000000000002
Calorie Counter - MyNetDiary,"This effective long part honest. The bar code scanner handy, always accurate. The links well fitness apps. It also works well food diary help keep track eaten, food allergies digestive issues.",Positive,0.43,0.7266666666666667
Calorie Counter - MyNetDiary,"I've type 1 diabetic practically adult life. Following insulin dropped, blood sugars well controlled I've lost almost 20kgs.I'm almost 3kgs. away ideal weight....thanks amazing app.",Positive,0.4,0.575
Calorie Counter - MyNetDiary,"After trying many others, I give 5 star rating glowing report. After using since January 2018 I want say possible give 10 stars I would glad so. The support advice, ability enter foods plan days intake calories keeping track... Full Review",Positive,0.3375,0.7625
Calorie Counter - MyNetDiary,"Great looking app, requires $40 payment even connect fitness tracker. Tracking expended calories essential using app, I consider optional feature. I'd willing shell monthly fee, acknowledges I'll reach goal in... Full Review",Positive,0.35,0.5875
Calorie Counter - MyNetDiary,I like I Maximum user I wish would fix Total Fat Grams number Dashboard. I think wrong individual fat subtypes eaten Nutrient section added together equal Total Fat Grams section. Doesn't make logical sense.,Negative,-0.041666666666666664,0.5499999999999999
Calorie Counter - MyNetDiary,"What great free apps, much detail features usually pay for. The improvement.. send meal data someone else save input all. Only minor gripe. A great motivational tool.",Positive,0.27142857142857146,0.5642857142857143
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,After 7 months habit. I lost 2 stone+ lowest weight 35 years. This makes easy see affects weight. And balance food alcohol exercise!,Positive,0.5416666666666667,0.8333333333333334
Calorie Counter - MyNetDiary,"No common produce, way log fresh cut produce. No custom water log. People drink water measured glass.",Positive,0.22499999999999998,0.5
Calorie Counter - MyNetDiary,$40 year want features. Looks though could pay $3.33 per month read fine print says billed $39.99 year. May I suggest free trial period 2 weeks. Let us test drive also offer monthly payment option. I've using hours now... Full Review,Positive,0.38888888888888884,0.6166666666666667
Calorie Counter - MyNetDiary,"It's great app. My suggestion would readily available information raw products us cooking, options restaurant foods wothoutsauces condiments. Otherwise, perfect! I recommend hghly.",Positive,0.49230769230769234,0.6528846153846154
Calorie Counter - MyNetDiary,It helped stay track weight control nutrition well.,Neutral,0.0,0.0
Calorie Counter - MyNetDiary,This great I track food gives advice pointers way better fitness pal I love set easy use. The extra added information definitely big help,Positive,0.37222222222222223,0.4805555555555556
Calorie Counter - MyNetDiary,Wonderful!!! Database reliable others like Lose It!. But main reason I switched ability log macros AND micros. You can't Lose It! I also love interface cute appealing design apple fills,Positive,0.5416666666666666,0.6866666666666666
Calorie Counter - MyNetDiary,I would like time pay option rather installment option. Though updated regularly lite version good start. No major complaints,Positive,0.22291666666666665,0.3923076923076923
Calorie Counter - MyNetDiary,"Tried input info diabetes kept getting error message. Was told cost $3.33, charged $39.99. Now trying get money back.",Neutral,0.0,0.0
Calorie Counter - MyNetDiary,"Very good, slightly confusing bug 1 day helpful counting macros, calories, exercise, water, weight, weight goals set gives recommended calorie intake works perfectly, anyway.",Positive,0.5366666666666666,0.7266666666666667
Calorie Counter - MyNetDiary,"Easiest way calorie count honest. Down 2lbs week since I started. Also, reliable motivating.",Positive,0.2222222222222222,0.5944444444444444
Calorie Counter - MyNetDiary,"So far I LOVE app. I normally buy premium apps, I one. I like note section door day, I adjust goals carbs proteins. My Dr exceptionally low cal diet tracking like, let's ... Full Review",Positive,0.22000000000000003,0.6199999999999999
Calorie Counter - MyNetDiary,Amazing app! Helps put weight loss perspective ! SEEING results tracked extremely motivating encourages keep going.,Positive,0.40625000000000006,0.95
Calorie Counter - MyNetDiary,"Great app. You track exactly eat makes conscious put mouth, especially see much calories food contain. I lost 1.8kg three weeks using app.",Positive,0.27,0.54
Calorie Counter - MyNetDiary,I used since April 2015 I love it.. I 3lbs goal weight lost 134lbs.. I tried favorite! It gives analysis based eat... Edited: 7/30/18 I lost total 157lbs little much I decided gain ... Full Review,Positive,0.24791666666666665,0.6000000000000001
Calorie Counter - MyNetDiary,"Over I find user friendly I tried several weight loss apps, always return due ease using",Positive,0.08333333333333333,0.2916666666666667
Calorie Counter - MyNetDiary,Great app! This kept track weight loss goal makes happy.,Positive,0.9,0.875
Calorie Counter - MyNetDiary,Love user friendliness app. Everything easy log right main dashboard. I also love I get bombarded ads even though I using free version.,Positive,0.380952380952381,0.6170634920634921
Calorie Counter - MyNetDiary,Google Fit integration nice. Would rate 5 stars database better. Can't even find Corn Cob. Always caching enter basic foods.,Positive,0.375,0.50625
Calorie Counter - MyNetDiary,"Hi May I know carbs showing are, net carbs total carbs, confuse...",Neutral,0.0,0.375
Calorie Counter - MyNetDiary,"I love app. Has helped lose weight I want. If subscribe year features like sync, adequate enough subscription.",Positive,0.27777777777777773,0.4777777777777778
Calorie Counter - MyNetDiary,"I love My net diary, incredibly useful tool weightloss tracking actual daily activity!!!",Positive,0.16,0.13999999999999999
Calorie Counter - MyNetDiary,Half foods show unless junk food,Negative,-0.16666666666666666,0.16666666666666666
Calorie Counter - MyNetDiary,"Lost 5 kilos far, really good set goals, shame can't amend recipes",Positive,0.39999999999999997,0.8
Calorie Counter - MyNetDiary,I came across whilst looking better foods database Fitbit. Forget Fitbit 10x better.,Positive,0.5,0.5
Calorie Counter - MyNetDiary,"This amazing. It inclusive-meaning record water intake, steps etc. without upgrade.",Positive,0.6000000000000001,0.9
Calorie Counter - MyNetDiary,"Great app, helpful keeping track calories exercise. Enjoying free version much I'm contemplating upgrading paid version",Positive,0.47500000000000003,0.5875000000000001
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,It easy lot information helps stay track. If I could I'd give fitness year,Positive,0.43333333333333335,0.8333333333333334
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,"I diabetic, I needed help control blood sugar...it well!! thanks",Positive,0.2,0.2
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,Have using months. It helps stay track. Good estimating calorie needs. I free version.,Positive,0.55,0.7000000000000001
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,"Using update, helps lose weight take interest eating healthy.",Positive,0.5,0.5
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,"Friendly use. Easy way keep track daily calories, water intake exercise activities.",Positive,0.26944444444444443,0.4444444444444445
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter - MyNetDiary,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
Calorie Counter by FatSecret,nan,nan,nan,nan
